Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Brockway Boro Police Dept,8,6,0.75,75,Jefferson,2015 Q3
Brookville Boro Police Dept,33,23,0.696969696969697,69.6969696969697,Jefferson,2015 Q3
Jefferson County District Attorney,1,0,0,0,Jefferson,2015 Q3
Jefferson County Sheriff,2,2,1,100,Jefferson,2015 Q3
Punxsutawney Boro Police Dept,25,15,0.6,60,Jefferson,2015 Q3
Reynoldsville Boro Police Dept,10,5,0.5,50,Jefferson,2015 Q3
Sykesville Boro Police Dept,4,3,0.75,75,Jefferson,2015 Q3
