Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Athens Boro Police Dept,32,25,0.78125,78.125,Bradford,2015 Q2
Athens Township Police Dept,61,55,0.9016393442622951,90.1639344262295,Bradford,2015 Q2
Bradford County Sheriff,2,1,0.5,50,Bradford,2015 Q2
"Bradford County, Detectives",1,0,0,0,Bradford,2015 Q2
Canton Boro Police Dept,6,4,0.6666666666666666,66.66666666666666,Bradford,2015 Q2
Laceyville Boro Police Dept,,,,,,
Sayre Boro Police Dept,37,30,0.8108108108108109,81.08108108108108,Bradford,2015 Q2
Towanda Boro Police Dept,40,12,0.3,30,Bradford,2015 Q2
Troy Boro Police Dept,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
