Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Greenville Boro Police Dept,52,33,0.6346153846153846,63.46153846153846,Mercer,2015 Q2
Grove City Boro Police Dept,26,26,1,100,Mercer,2015 Q2
Hempfield Township Police Dept,15,13,0.8666666666666667,86.66666666666667,Mercer,2015 Q2
Hermitage City Police Dept,159,151,0.949685534591195,94.9685534591195,Mercer,2015 Q2
Jamestown Police Dept,1,0,0,0,Mercer,2015 Q2
Jefferson Township Pd Police Dept,18,14,0.7777777777777778,77.77777777777779,Mercer,2015 Q2
Mercer Boro Police Dept,12,6,0.5,50,Mercer,2015 Q2
Mercer County Sheriff,3,2,0.6666666666666666,66.66666666666666,Mercer,2015 Q2
"Mercer County, Detectives",4,2,0.5,50,Mercer,2015 Q2
Pymatuning Township Police Dept,7,3,0.42857142857142855,42.857142857142854,Mercer,2015 Q2
Sandy Lake Boro Police Dept,1,1,1,100,Mercer,2015 Q2
Sharon City Police Dept,87,69,0.7931034482758621,79.3103448275862,Mercer,2015 Q2
Sharpsville Boro Police Dept,14,12,0.8571428571428571,85.71428571428571,Mercer,2015 Q2
Shenango Township Police Dept,8,5,0.625,62.5,Mercer,2015 Q2
South Pymatuning Police Dept,3,3,1,100,Mercer,2015 Q2
Southwest Mercer Reg Police Dept,55,45,0.8181818181818182,81.81818181818183,Mercer,2015 Q2
