Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Johnsonburg Boro Police Dept,14,8,0.5714285714285714,57.14285714285714,Elk,2015 Q3
Ridgway Boro Police Dept,22,16,0.7272727272727273,72.72727272727273,Elk,2015 Q3
St Marys City Police Dept,41,31,0.7560975609756098,75.60975609756098,Elk,2015 Q3
