Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Bangor Boro Police Dept,23,20,0.8695652173913043,86.95652173913044,Northampton,2015 Q2
Bethlehem City Police Dept,310,285,0.9193548387096774,91.93548387096774,Northampton,2015 Q2
Bethlehem Township Police Dept,84,81,0.9642857142857143,96.42857142857143,Northampton,2015 Q2
Bushkill Township Police Dept,21,19,0.9047619047619048,90.47619047619048,Northampton,2015 Q2
Colonial Regional Police Dept,113,100,0.8849557522123894,88.49557522123894,Northampton,2015 Q2
Easton Police Dept,167,138,0.8263473053892215,82.63473053892216,Northampton,2015 Q2
Forks Township Police Dept,21,21,1,100,Northampton,2015 Q2
Freemansburg Police Dept,30,29,0.9666666666666667,96.66666666666667,Northampton,2015 Q2
Hellertown Boro Police Dept,25,16,0.64,64,Northampton,2015 Q2
"Lafayette College, Public Safety",1,1,1,100,Northampton,2015 Q2
"Lehigh County, Detectives",6,5,0.8333333333333334,83.33333333333334,Northampton,2015 Q2
Lehigh Township Police Dept,14,12,0.8571428571428571,85.71428571428571,Northampton,2015 Q2
"Lehigh, University PD",9,6,0.6666666666666666,66.66666666666666,Northampton,2015 Q2
Lower Saucon Police Dept,43,33,0.7674418604651163,76.74418604651163,Northampton,2015 Q2
Moore Township Police Dept,19,18,0.9473684210526315,94.73684210526315,Northampton,2015 Q2
"Moravian, College PD",6,6,1,100,Northampton,2015 Q2
Nazareth Boro Police Dept,11,11,1,100,Northampton,2015 Q2
North Catasauqua Police Dept,4,4,1,100,Northampton,2015 Q2
Northampton Area SD Police,2,1,0.5,50,Northampton,2015 Q2
Northampton Borough Police Dept,15,13,0.8666666666666667,86.66666666666667,Northampton,2015 Q2
Northampton Cnt District Attorney,3,3,1,100,Northampton,2015 Q2
"Northampton County, Detectives",3,3,1,100,Northampton,2015 Q2
Palmer Township Police Dept,53,50,0.9433962264150944,94.33962264150944,Northampton,2015 Q2
Pen Argyl Police Dept,7,7,1,100,Northampton,2015 Q2
Plainfield Township Police Dept,6,5,0.8333333333333334,83.33333333333334,Northampton,2015 Q2
Portland Police Dept,7,5,0.7142857142857143,71.42857142857143,Northampton,2015 Q2
Roseto Boro Police Dept,4,4,1,100,Northampton,2015 Q2
Slate Belt Regional PD,9,8,0.8888888888888888,88.88888888888889,Northampton,2015 Q2
Stockertown Police Dept,1,1,1,100,Northampton,2015 Q2
Upper Naz Township Police Dept,6,3,0.5,50,Northampton,2015 Q2
Walnutport Police Dept,8,8,1,100,Northampton,2015 Q2
Washington Township Police Dept,3,1,0.3333333333333333,33.33333333333333,Northampton,2015 Q2
Wilson Boro Police Dept,35,27,0.7714285714285715,77.14285714285715,Northampton,2015 Q2
Wind Gap Police Dept,7,6,0.8571428571428571,85.71428571428571,Northampton,2015 Q2
