Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Bangor Boro Police Dept,17,16,0.9411764705882353,94.11764705882352,Northampton,2015 Q1
Bethlehem City Police Dept,286,256,0.8951048951048951,89.5104895104895,Northampton,2015 Q1
Bethlehem Township Police Dept,84,78,0.9285714285714286,92.85714285714286,Northampton,2015 Q1
Bushkill Township Police Dept,12,11,0.9166666666666666,91.66666666666666,Northampton,2015 Q1
Colonial Regional Police Dept,96,86,0.8958333333333334,89.58333333333334,Northampton,2015 Q1
East Bangor Police Dept,,,,,Northampton,
Easton Area School District,,,,,Northampton,
Easton Police Dept,162,137,0.845679012345679,84.5679012345679,Northampton,2015 Q1
Forks Township Police Dept,19,19,1,100,Northampton,2015 Q1
Freemansburg Police Dept,16,16,1,100,Northampton,2015 Q1
Hellertown Boro Police Dept,37,30,0.8108108108108109,81.08108108108108,Northampton,2015 Q1
"Lafayette College, Public Safety",1,1,1,100,Northampton,2015 Q1
"Lehigh County, Detectives",3,3,1,100,Northampton,2015 Q1
Lehigh Township Police Dept,22,19,0.8636363636363636,86.36363636363636,Northampton,2015 Q1
"Lehigh, University PD",9,9,1,100,Northampton,2015 Q1
Lower Saucon Police Dept,47,43,0.9148936170212766,91.48936170212765,Northampton,2015 Q1
Moore Township Police Dept,10,10,1,100,Northampton,2015 Q1
"Moravian, College PD",1,1,1,100,Northampton,2015 Q1
Nazareth Boro Police Dept,19,18,0.9473684210526315,94.73684210526315,Northampton,2015 Q1
North Catasauqua Police Dept,5,5,1,100,Northampton,2015 Q1
Northampton Borough Police Dept,17,16,0.9411764705882353,94.11764705882352,Northampton,2015 Q1
Northampton Area SD Police,,,,,Northampton,
Northampton Cnt District Attorney,2,2,1,100,Northampton,2015 Q1
Northampton County Sheriff,,,,,Northampton,
"Northampton County, Detectives",5,4,0.8,80,Northampton,2015 Q1
Palmer Township Police Dept,45,41,0.9111111111111111,91.11111111111111,Northampton,2015 Q1
Pen Argyl Police Dept,9,8,0.8888888888888888,88.88888888888889,Northampton,2015 Q1
Plainfield Township Police Dept,8,6,0.75,75,Northampton,2015 Q1
Portland Police Dept,,,,,Northampton,
Roseto Boro Police Dept,2,2,1,100,Northampton,2015 Q1
Slate Belt Regional PD,,,,,Northampton,
Stockertown Police Dept,4,4,1,100,Northampton,2015 Q1
Tatamy Boro Police Dept,1,1,1,100,Northampton,2015 Q1
Upper Naz Township Police Dept,6,5,0.8333333333333334,83.33333333333334,Northampton,2015 Q1
Walnutport Police Dept,17,15,0.8823529411764706,88.23529411764706,Northampton,2015 Q1
Washington Township Police Dept,3,2,0.6666666666666666,66.66666666666666,Northampton,2015 Q1
Wilson Boro Police Dept,34,23,0.6764705882352942,67.64705882352942,Northampton,2015 Q1
Wind Gap Police Dept,7,6,0.8571428571428571,85.71428571428571,Northampton,2015 Q1
