Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Emlenton Police Dept,4,4,1,100,Venango,2015 Q3
Franklin Police Dept,45,44,0.9777777777777777,97.77777777777777,Venango,2015 Q3
Oil City Police Dept,53,53,1,100,Venango,2015 Q3
Polk Boro Police Dept,7,6,0.8571428571428571,85.71428571428571,Venango,2015 Q3
Sugarcreek Boro Police Dept,16,15,0.9375,93.75,Venango,2015 Q3
Venango County Sheriff,1,1,1,100,Venango,2015 Q3
