Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Berlin Boro Police Dept,7,5,0.7142857142857143,71.42857142857143,Somerset,2015 Q1
Boswell Boro Police Dept,,,,,Somerset,
Conemaugh Township Police Dept,20,15,0.75,75,Somerset,2015 Q1
Confluence Boro Police Dept,,,,,Somerset,
Hooversville Boro Police Dept,1,0,0,0,Somerset,2015 Q1
Jennerstown Boro Police Dept,1,1,1,100,Somerset,2015 Q1
Meyersdale Boro Police Dept,5,5,1,100,Somerset,2015 Q1
Paint Township Police Dept,,,,,Somerset,
Rockwood Boro Police Dept,1,1,1,100,Somerset,2015 Q1
Shade Township Police Dept,7,6,0.8571428571428571,85.71428571428571,Somerset,2015 Q1
Somerset Boro Police Dept,43,27,0.627906976744186,62.7906976744186,Somerset,2015 Q1
Somerset County District Attorney,12,12,1,100,Somerset,2015 Q1
"Somerset County, Detectives",,,,,Somerset,
Summit Township Police Dept,,,,,Somerset,
Windber Boro Police Dept,17,15,0.8823529411764706,88.23529411764706,Somerset,2015 Q1
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
