Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Bedford County District Attorney,1,1,1,100,Bedford,2015 Q4
Bedford Police Dept,14,12,0.8571428571428571,85.71428571428571,Bedford,2015 Q4
Everett Boro Police Dept,9,9,1,100,Bedford,2015 Q4
Greenfield Township Police Dept,1,0,0,0,Bedford,2015 Q4
Saxton Boro Police Dept,12,5,0.4166666666666667,41.66666666666667,Bedford,2015 Q4
