Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Brownsville Police Dept,11,6,0.5454545454545454,54.54545454545454,Fayette,2015 Q1
Connellsville Police Dept,53,43,0.8113207547169812,81.13207547169812,Fayette,2015 Q1
"Dept Corrections, Central",1,1,1,100,Fayette,2015 Q1
Dunbar Boro Police Dept,,,,,Fayette,
Fairchance Boro Police Dept,,,,,Fayette,
Fayette City Boro Police Dept,,,,,Fayette,
Fayette County District Attorney,7,6,0.8571428571428571,85.71428571428571,Fayette,2015 Q1
Luzerne Township Police Dept,,,,,Fayette,
Masontown Police Dept,15,13,0.8666666666666667,86.66666666666667,Fayette,2015 Q1
Perryopolis Police Dept,2,1,0.5,50,Fayette,2015 Q1
Point Marion Boro Police Dept,,,,,Fayette,
Redstone Township Police Dept,13,10,0.7692307692307693,76.92307692307693,Fayette,2015 Q1
S Connellsville Boro Police Dept,3,3,1,100,Fayette,2015 Q1
Southwest Regl Police Dept,17,13,0.7647058823529411,76.47058823529412,Fayette,2015 Q1
Uniontown City Police Dept,113,98,0.8672566371681416,86.72566371681415,Fayette,2015 Q1
Washington Township Police Dept,11,10,0.9090909090909091,90.9090909090909,Fayette,2015 Q1
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
