Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Brockway Boro Police Dept,10,10,1,100,Jefferson,2015 Q2
Brookville Boro Police Dept,30,27,0.9,90,Jefferson,2015 Q2
"Indiana, University PD",1,1,1,100,Jefferson,2015 Q2
Jefferson County District Attorney,3,2,0.6666666666666666,66.66666666666666,Jefferson,2015 Q2
Jefferson County Sheriff,1,1,1,100,Jefferson,2015 Q2
Punxsutawney Boro Police Dept,19,16,0.8421052631578947,84.21052631578947,Jefferson,2015 Q2
Reynoldsville Boro Police Dept,10,8,0.8,80,Jefferson,2015 Q2
Sykesville Boro Police Dept,2,2,1,100,Jefferson,2015 Q2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
