Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Danville Boro Police Dept,16,12,0.75,75,Montour,2015 Q1
Mahoning Township Police Dept,23,18,0.782608695652174,78.26086956521739,Montour,2015 Q1
