Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Camp Hill Police Dept,35,34,0.9714285714285714,97.14285714285714,Cumberland,2015 Q4
Carlisle Boro Police Dept,157,143,0.910828025477707,91.0828025477707,Cumberland,2015 Q4
Carlisle Parking Authority,1,1,1,100,Cumberland,2015 Q4
Cumberland County District Attorney,12,12,1,100,Cumberland,2015 Q4
Cumberland County Sheriff,10,9,0.9,90,Cumberland,2015 Q4
E Pennsboro Township Police Dept,72,64,0.8888888888888888,88.88888888888889,Cumberland,2015 Q4
Hampden Township Police Dept,75,71,0.9466666666666667,94.66666666666667,Cumberland,2015 Q4
Lower Allen Township Police Dept,122,115,0.9426229508196722,94.26229508196722,Cumberland,2015 Q4
Mechanicsburg Police Dept,18,17,0.9444444444444444,94.44444444444444,Cumberland,2015 Q4
Middlesex Township Police Dept,46,44,0.9565217391304348,95.65217391304348,Cumberland,2015 Q4
Mt Holly Sprngs Police Dept,9,7,0.7777777777777778,77.77777777777779,Cumberland,2015 Q4
New Cumberland Police Dept,21,18,0.8571428571428571,85.71428571428571,Cumberland,2015 Q4
Newville Borough Police Dept,11,10,0.9090909090909091,90.9090909090909,Cumberland,2015 Q4
North Middleton Police Dept,31,31,1,100,Cumberland,2015 Q4
Shippensburg Police Dept,30,27,0.9,90,Cumberland,2015 Q4
"Shippensburg, University PD",7,6,0.8571428571428571,85.71428571428571,Cumberland,2015 Q4
Shiremanstown Police Dept,4,4,1,100,Cumberland,2015 Q4
Silver Spring Police Dept,84,75,0.8928571428571429,89.28571428571429,Cumberland,2015 Q4
Upper Allen Township Police Dept,54,54,1,100,Cumberland,2015 Q4
West Shore Regional Police Dept,42,42,1,100,Cumberland,2015 Q4
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
