Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Middleburg Boro Police Dept,7,7,1,100,Snyder,2015 Q3
Selinsgrove Boro Police Dept,10,10,1,100,Snyder,2015 Q3
Shamokin Dam Boro Police Dept,5,5,1,100,Snyder,2015 Q3
Snyder County District Attorney,1,1,1,100,Snyder,2015 Q3
