Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Coal Township Police Dept,82,75,0.9146341463414634,91.46341463414635,Northumberland,2015 Q1
Kulpmont Boro Police Dept,9,4,0.4444444444444444,44.44444444444444,Northumberland,2015 Q1
Milton Boro Police Dept,32,26,0.8125,81.25,Northumberland,2015 Q1
Mount Carmel Boro Police Dept,36,31,0.8611111111111112,86.11111111111111,Northumberland,2015 Q1
Mount Carmel Township Police Dept,34,28,0.8235294117647058,82.35294117647058,Northumberland,2015 Q1
Northumberland Boro Police Dept,13,4,0.3076923076923077,30.76923076923077,Northumberland,2015 Q1
Northumberland District Attorney,1,0,0,0,Northumberland,2015 Q1
Point Township Police Dept,15,15,1,100,Northumberland,2015 Q1
Ralpho Township Police Dept,8,6,0.75,75,Northumberland,2015 Q1
Riverside Boro Police Dept,3,3,1,100,Northumberland,2015 Q1
Shamokin Police Dept,70,22,0.3142857142857143,31.428571428571427,Northumberland,2015 Q1
Sunbury City Police Dept,50,32,0.64,64,Northumberland,2015 Q1
Watsontown Police Dept,8,7,0.875,87.5,Northumberland,2015 Q1
Zerbe Township Police Dept,1,0,0,0,Northumberland,2015 Q1
