Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Alburtis Boro Pd Police Dept,1,1,1,100,Lehigh,2015 Q3
Allentown Police Dept,718,680,0.947075208913649,94.70752089136491,Lehigh,2015 Q3
Bethlehem City Police Dept,84,81,0.9642857142857143,96.42857142857143,Lehigh,2015 Q3
Catasauqua Police Dept,18,15,0.8333333333333334,83.33333333333334,Lehigh,2015 Q3
Coopersburg Police Dept,9,8,0.8888888888888888,88.88888888888889,Lehigh,2015 Q3
Coplay Borough Police Dept.,7,7,1,100,Lehigh,2015 Q3
Emmaus Boro Police Dept,19,18,0.9473684210526315,94.73684210526315,Lehigh,2015 Q3
Fountain Hill Police Dept,23,23,1,100,Lehigh,2015 Q3
Lehigh County District Attorney,5,5,1,100,Lehigh,2015 Q3
LEHIGH COUNTY JAIL,5,5,1,100,Lehigh,2015 Q3
"Lehigh County, Detectives",62,60,0.967741935483871,96.7741935483871,Lehigh,2015 Q3
Lower Milford Township Police Dept,,,,,,
Macungie Boro Police Dept,5,5,1,100,Lehigh,2015 Q3
Salisbury Township Police Dept,26,24,0.9230769230769231,92.3076923076923,Lehigh,2015 Q3
Slatington Police Dept,41,37,0.9024390243902439,90.2439024390244,Lehigh,2015 Q3
South Whitehall Township Police Dept,117,111,0.9487179487179487,94.87179487179486,Lehigh,2015 Q3
Upper Macungie Township Police Dept,47,41,0.8723404255319149,87.2340425531915,Lehigh,2015 Q3
Upper Saucon Township Police Dept,15,15,1,100,Lehigh,2015 Q3
Whitehall Township Police Dept,119,115,0.9663865546218487,96.63865546218487,Lehigh,2015 Q3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
