ID,County,Zip
21,Montgomery County,19451
21,Montgomery County,19453
21,Montgomery County,19454
21,Montgomery County,19455
21,Montgomery County,19456
21,Montgomery County,19462
21,Montgomery County,19464
21,Montgomery County,19468
21,Montgomery County,19472
21,Montgomery County,19473
21,Montgomery County,19474
21,Montgomery County,19477
21,Montgomery County,19478
21,Montgomery County,19481
21,Montgomery County,19482
21,Montgomery County,19483
21,Montgomery County,19484
21,Montgomery County,19485
21,Montgomery County,19486
21,Montgomery County,19487
21,Montgomery County,19488
21,Montgomery County,19489
21,Montgomery County,19490
21,Montgomery County,19492
21,Montgomery County,19493
21,Montgomery County,19494
21,Montgomery County,19495
21,Montgomery County,19496
21,Montgomery County,19525
22,Monroe County,18058
22,Monroe County,18301
22,Monroe County,18302
22,Monroe County,18320
22,Monroe County,18321
22,Monroe County,18322
22,Monroe County,18323
22,Monroe County,18326
22,Monroe County,18327
22,Monroe County,18330
22,Monroe County,18331
22,Monroe County,18332
22,Monroe County,18333
22,Monroe County,18334
22,Monroe County,18335
22,Monroe County,18341
22,Monroe County,18342
22,Monroe County,18344
22,Monroe County,18346
22,Monroe County,18347
22,Monroe County,18348
22,Monroe County,18349
22,Monroe County,18350
22,Monroe County,18352
22,Monroe County,18353
22,Monroe County,18354
22,Monroe County,18355
22,Monroe County,18356
22,Monroe County,18357
22,Monroe County,18360
22,Monroe County,18370
22,Monroe County,18372
22,Monroe County,18466
22,Monroe County,18610
0,Monongalia County,15439
23,Mifflin County,17004
23,Mifflin County,17009
23,Mifflin County,17029
23,Mifflin County,17044
23,Mifflin County,17051
23,Mifflin County,17054
23,Mifflin County,17063
23,Mifflin County,17066
23,Mifflin County,17075
23,Mifflin County,17084
23,Mifflin County,17099
23,Mifflin County,17841
4,Mercer County,16113
4,Mercer County,16114
4,Mercer County,16121
4,Mercer County,16124
4,Mercer County,16125
4,Mercer County,16127
4,Mercer County,16130
4,Mercer County,16133
4,Mercer County,16137
4,Mercer County,16142
4,Mercer County,16145
4,Mercer County,16146
4,Mercer County,16148
4,Mercer County,16150
4,Mercer County,16151
4,Mercer County,16153
4,Mercer County,16154
4,Mercer County,16159
4,Mercer County,16161
4,Mercer County,16311
25,McKean County,16333
25,McKean County,16701
25,McKean County,16724
25,Mckean County,16725
25,McKean County,16726
25,McKean County,16727
25,McKean County,16729
25,Mckean County,16730
25,McKean County,16731
25,McKean County,16732
25,McKean County,16733
25,McKean County,16735
25,McKean County,16738
25,McKean County,16740
25,McKean County,16743
25,McKean County,16744
25,McKean County,16745
25,McKean County,16749
25,McKean County,16750
0,Mahoning County,16140
0,Mahoning County,16155
26,Lycoming County,17701
26,Lycoming County,17702
26,Lycoming County,17703
26,Lycoming County,17705
26,Lycoming County,17720
26,Lycoming County,17723
26,Lycoming County,17727
26,Lycoming County,17728
26,Lycoming County,17737
26,Lycoming County,17739
26,Lycoming County,17740
26,Lycoming County,17742
26,Lycoming County,17744
26,Lycoming County,17752
26,Lycoming County,17754
26,Lycoming County,17756
26,Lycoming County,17762
26,Lycoming County,17763
26,Lycoming County,17769
26,Lycoming County,17771
26,Lycoming County,17774
26,Lycoming County,17776
27,Luzerne County,18201
27,Luzerne County,18202
27,Luzerne County,18219
27,Luzerne County,18221
27,Luzerne County,18222
27,Luzerne County,18223
27,Luzerne County,18224
27,Luzerne County,18225
27,Luzerne County,18234
27,Luzerne County,18239
27,Luzerne County,18246
27,Luzerne County,18247
27,Luzerne County,18249
27,Luzerne County,18251
27,Luzerne County,18256
27,Luzerne County,18601
27,Luzerne County,18602
27,Luzerne County,18611
27,Luzerne County,18612
27,Luzerne County,18617
27,Luzerne County,18618
27,Luzerne County,18621
27,Luzerne County,18622
27,Luzerne County,18627
27,Luzerne County,18634
27,Luzerne County,18635
27,Luzerne County,18640
27,Luzerne County,18641
27,Luzerne County,18642
27,Luzerne County,18643
27,Luzerne County,18644
27,Luzerne County,18651
27,Luzerne County,18654
27,Luzerne County,18655
27,Luzerne County,18656
27,Luzerne County,18660
27,Luzerne County,18661
27,Luzerne County,18690
27,Luzerne County,18701
27,Luzerne County,18702
27,Luzerne County,18703
27,Luzerne County,18704
27,Luzerne County,18705
27,Luzerne County,18706
27,Luzerne County,18707
27,Luzerne County,18708
27,Luzerne County,18709
27,Luzerne County,18710
27,Luzerne County,18711
27,Luzerne County,18762
27,Luzerne County,18764
27,Luzerne County,18765
27,Luzerne County,18766
27,Luzerne County,18767
27,Luzerne County,18769
27,Luzerne County,18773
28,Lehigh County,18001
28,Lehigh County,18002
28,Lehigh County,18003
28,Lehigh County,18018
28,Lehigh County,18031
28,Lehigh County,18032
28,Lehigh County,18034
28,Lehigh County,18036
28,Lehigh County,18037
28,Lehigh County,18046
28,Lehigh County,18049
28,Lehigh County,18051
28,Lehigh County,18052
28,Lehigh County,18053
28,Lehigh County,18059
28,Lehigh County,18060
28,Lehigh County,18062
28,Lehigh County,18065
28,Lehigh County,18066
28,Lehigh County,18068
28,Lehigh County,18069
28,Lehigh County,18078
28,Lehigh County,18079
28,Lehigh County,18080
28,Lehigh County,18087
28,Lehigh County,18092
28,Lehigh County,18098
28,Lehigh County,18099
28,Lehigh County,18101
28,Lehigh County,18102
28,Lehigh County,18103
28,Lehigh County,18104
28,Lehigh County,18105
28,Lehigh County,18106
28,Lehigh County,18109
28,Lehigh County,18175
28,Lehigh County,18195
29,Lebanon County,17003
29,Lebanon County,17010
29,Lebanon County,17016
29,Lebanon County,17026
29,Lebanon County,17038
29,Lebanon County,17039
29,Lebanon County,17041
29,Lebanon County,17042
29,Lebanon County,17046
29,Lebanon County,17064
29,Lebanon County,17067
29,Lebanon County,17073
29,Lebanon County,17077
29,Lebanon County,17078
29,Lebanon County,17083
29,Lebanon County,17085
29,Lebanon County,17087
29,Lebanon County,17088
29,Lebanon County,17091
30,Lawrence County,16101
30,Lawrence County,16102
30,Lawrence County,16103
30,Lawrence County,16105
30,Lawrence County,16107
30,Lawrence County,16108
30,Lawrence County,16112
30,Lawrence County,16116
30,Lawrence County,16117
30,Lawrence County,16120
30,Lawrence County,16132
30,Lawrence County,16141
30,Lawrence County,16143
30,Lawrence County,16156
30,Lawrence County,16157
30,Lawrence County,16160
30,Lawrence County,16172
5,Lancaster County,17022
5,Lancaster County,17501
5,Lancaster County,17502
5,Lancaster County,17503
5,Lancaster County,17504
5,Lancaster County,17505
5,Lancaster County,17506
5,Lancaster County,17507
5,Lancaster County,17508
5,Lancaster County,17509
5,Lancaster County,17512
5,Lancaster County,17516
5,Lancaster County,17517
5,Lancaster County,17518
5,Lancaster County,17519
5,Lancaster County,17520
5,Lancaster County,17521
5,Lancaster County,17522
5,Lancaster County,17527
5,Lancaster County,17528
5,Lancaster County,17529
5,Lancaster County,17532
5,Lancaster County,17533
5,Lancaster County,17534
5,Lancaster County,17535
5,Lancaster County,17536
5,Lancaster County,17537
5,Lancaster County,17538
5,Lancaster County,17540
5,Lancaster County,17543
5,Lancaster County,17545
5,Lancaster County,17547
5,Lancaster County,17549
5,Lancaster County,17550
5,Lancaster County,17551
5,Lancaster County,17552
5,Lancaster County,17554
5,Lancaster County,17555
5,Lancaster County,17557
5,Lancaster County,17560
5,Lancaster County,17562
5,Lancaster County,17563
5,Lancaster County,17564
5,Lancaster County,17565
5,Lancaster County,17566
5,Lancaster County,17567
5,Lancaster County,17568
5,Lancaster County,17569
5,Lancaster County,17570
5,Lancaster County,17572
5,Lancaster County,17573
5,Lancaster County,17575
5,Lancaster County,17576
5,Lancaster County,17578
5,Lancaster County,17579
5,Lancaster County,17580
5,Lancaster County,17581
5,Lancaster County,17582
5,Lancaster County,17583
5,Lancaster County,17584
5,Lancaster County,17585
5,Lancaster County,17601
5,Lancaster County,17602
5,Lancaster County,17603
5,Lancaster County,17604
5,Lancaster County,17605
5,Lancaster County,17606
5,Lancaster County,17607
5,Lancaster County,17608
5,Lancaster County,17611
5,Lancaster County,17622
5,Lancaster County,17699
5,Lancaster County,19501
31,Lackawanna County,18403
31,Lackawanna County,18407
31,Lackawanna County,18410
31,Lackawanna County,18411
31,Lackawanna County,18414
31,Lackawanna County,18416
31,Lackawanna County,18420
31,Lackawanna County,18424
31,Lackawanna County,18433
31,Lackawanna County,18434
31,Lackawanna County,18440
31,Lackawanna County,18444
31,Lackawanna County,18447
31,Lackawanna County,18448
31,Lackawanna County,18452
31,Lackawanna County,18471
31,Lackawanna County,18501
31,Lackawanna County,18502
31,Lackawanna County,18503
31,Lackawanna County,18504
31,Lackawanna County,18505
31,Lackawanna County,18507
31,Lackawanna County,18508
31,Lackawanna County,18509
31,Lackawanna County,18510
31,Lackawanna County,18512
31,Lackawanna County,18514
31,Lackawanna County,18515
31,Lackawanna County,18517
31,Lackawanna County,18518
31,Lackawanna County,18519
31,Lackawanna County,18522
31,Lackawanna County,18540
31,Lackawanna County,18577
31,Lackawanna County,18653
6,Juniata County,17014
6,Juniata County,17021
6,Juniata County,17035
6,Juniata County,17049
6,Juniata County,17056
6,Juniata County,17058
6,Juniata County,17059
6,Juniata County,17076
6,Juniata County,17082
6,Juniata County,17086
6,Juniata County,17094
32,Jefferson County,15711
32,Jefferson County,15715
32,Jefferson County,15730
32,Jefferson County,15733
32,Jefferson County,15740
32,Jefferson County,15744
32,Jefferson County,15764
32,Jefferson County,15767
32,Jefferson County,15770
32,Jefferson County,15776
32,Jefferson County,15778
32,Jefferson County,15780
32,Jefferson County,15781
32,Jefferson County,15784
32,Jefferson County,15824
32,Jefferson County,15825
32,Jefferson County,15829
32,Jefferson County,15840
32,Jefferson County,15847
32,Jefferson County,15851
32,Jefferson County,15860
32,Jefferson County,15863
32,Jefferson County,15864
32,Jefferson County,15865
33,Indiana County,15681
33,Indiana County,15701
33,Indiana County,15705
33,Indiana County,15710
33,Indiana County,15712
33,Indiana County,15713
33,Indiana County,15716
33,Indiana County,15717
33,Indiana County,15720
33,Indiana County,15723
33,Indiana County,15724
33,Indiana County,15725
33,Indiana County,15727
33,Indiana County,15728
33,Indiana County,15729
33,Indiana County,15731
33,Indiana County,15732
33,Indiana County,15734
33,Indiana County,15739
33,Indiana County,15741
33,Indiana County,15742
33,Indiana County,15745
33,Indiana County,15746
33,Indiana County,15747
33,Indiana County,15748
33,Indiana County,15750
33,Indiana County,15752
33,Indiana County,15754
33,Indiana County,15756
33,Indiana County,15758
33,Indiana County,15759
33,Indiana County,15761
33,Indiana County,15763
33,Indiana County,15765
33,Indiana County,15771
33,Indiana County,15772
33,Indiana County,15774
33,Indiana County,15777
33,Indiana County,15783
33,Indiana County,15920
33,Indiana County,15929
33,Indiana County,15949
33,Indiana County,15954
33,Indiana County,15957
33,Indiana County,15961
33,Indiana County,16211
33,Indiana County,16246
33,Indiana County,16256
34,Huntingdon County,16611
34,Huntingdon County,16621
34,Huntingdon County,16622
34,Huntingdon County,16623
34,Huntingdon County,16634
34,Huntingdon County,16638
34,Huntingdon County,16647
34,Huntingdon County,16652
34,Huntingdon County,16654
34,Huntingdon County,16657
34,Huntingdon County,16660
34,Huntingdon County,16669
34,Huntingdon County,16674
34,Huntingdon County,16683
34,Huntingdon County,16685
34,Huntingdon County,16694
34,Huntingdon County,16877
34,Huntingdon County,17002
34,Huntingdon County,17052
34,Huntingdon County,17060
34,Huntingdon County,17213
34,Huntingdon County,17239
34,Huntingdon County,17243
34,Huntingdon County,17249
34,Huntingdon County,17253
34,Huntingdon County,17255
34,Huntingdon County,17260
34,Huntingdon County,17264
35,Greene County,15310
35,Greene County,15315
35,Greene County,15316
35,Greene County,15320
35,Greene County,15325
35,Greene County,15327
35,Greene County,15334
35,Greene County,15337
35,Greene County,15338
35,Greene County,15341
35,Greene County,15344
35,Greene County,15346
35,Greene County,15349
35,Greene County,15351
35,Greene County,15352
35,Greene County,15353
35,Greene County,15357
35,Greene County,15359
35,Greene County,15362
35,Greene County,15364
35,Greene County,15370
35,Greene County,15380
0,Fulton County,15536
0,Fulton County,16689
0,Fulton County,16691
0,Fulton County,17212
0,Fulton County,17215
