Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Conewango Township Police Dept,27,27,1,100,Warren,2015 Q3
Sheffield Police Dept,1,0,0,0,Warren,2015 Q3
Warren City Police Dept,56,48,0.8571428571428571,85.71428571428571,Warren,2015 Q3
Warren County Sheriff,1,1,1,100,Warren,2015 Q3
"Warren County, Detectives",2,1,0.5,50,Warren,2015 Q3
Youngsville Police Dept,12,12,1,100,Warren,2015 Q3
