Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Birmingham Township Police Dept,4,4,1,100,Chester,2015 Q3
Caln Township Police Dept,40,30,0.75,75,Chester,2015 Q3
"Chester County, Detectives",15,13,0.8666666666666667,86.66666666666667,Chester,2015 Q3
Christiana Boro Police Dept,1,0,0,0,Chester,2015 Q3
Coatesville City Police Dept,94,74,0.7872340425531915,78.72340425531915,Chester,2015 Q3
Downingtown Boro Police Dept,45,38,0.8444444444444444,84.44444444444444,Chester,2015 Q3
E Coventry Township Police Dept,5,3,0.6,60,Chester,2015 Q3
E Fallowfield Township Police Dept,7,4,0.5714285714285714,57.14285714285714,Chester,2015 Q3
E Vincent Township Police Dept,4,4,1,100,Chester,2015 Q3
E Whiteland Township Police Dept,25,21,0.84,84,Chester,2015 Q3
East Brandywine Township Police Dept,12,10,0.8333333333333334,83.33333333333334,Chester,2015 Q3
East Marlborough Township Police Dept,3,1,0.3333333333333333,33.33333333333333,Chester,2015 Q3
East Pikeland Township Pd Police Dept,22,20,0.9090909090909091,90.9090909090909,Chester,2015 Q3
Easttown Township Police Dept,19,18,0.9473684210526315,94.73684210526315,Chester,2015 Q3
Honeybrook Boro Police Dept,1,0,0,0,Chester,2015 Q3
Kennett Square Police Dept,27,26,0.9629629629629629,96.29629629629629,Chester,2015 Q3
Kennett Township Police Dept,4,3,0.75,75,Chester,2015 Q3
"Lincoln, University PD",2,1,0.5,50,Chester,2015 Q3
Malvern Boro Police Dept,7,6,0.8571428571428571,85.71428571428571,Chester,2015 Q3
N Coventry Township Police Dept,18,15,0.8333333333333334,83.33333333333334,Chester,2015 Q3
New Garden Township Police Dept,38,25,0.6578947368421053,65.78947368421053,Chester,2015 Q3
Oxford Boro Police Dept,16,11,0.6875,68.75,Chester,2015 Q3
Parkesburg Boro Police Dept,21,13,0.6190476190476191,61.904761904761905,Chester,2015 Q3
Phoenixville Boro Police Dept,65,53,0.8153846153846154,81.53846153846153,Chester,2015 Q3
S Coatesville Boro Police Dept,3,2,0.6666666666666666,66.66666666666666,Chester,2015 Q3
Sadsbury Township Police Dept,9,4,0.4444444444444444,44.44444444444444,Chester,2015 Q3
Schuylkill Township Police Dept,24,20,0.8333333333333334,83.33333333333334,Chester,2015 Q3
Spring City Boro Police Dept,11,9,0.8181818181818182,81.81818181818183,Chester,2015 Q3
Tredyffrin Township Police Dept,52,45,0.8653846153846154,86.53846153846155,Chester,2015 Q3
Upper Uwchlan Township Police Dept,8,8,1,100,Chester,2015 Q3
Uwchlan Township Police Dept,12,12,1,100,Chester,2015 Q3
Valley Township Police Dept,18,10,0.5555555555555556,55.55555555555556,Chester,2015 Q3
W Caln Township Police Dept,11,7,0.6363636363636364,63.63636363636363,Chester,2015 Q3
West Brandywine Township Police Dept,33,25,0.7575757575757576,75.75757575757575,Chester,2015 Q3
West Chester Boro Police Dept,72,60,0.8333333333333334,83.33333333333334,Chester,2015 Q3
"West Chester, University PD",7,6,0.8571428571428571,85.71428571428571,Chester,2015 Q3
West Fallowfield Township Police Dept,1,1,1,100,Chester,2015 Q3
West Goshen Township Police Dept,32,29,0.90625,90.625,Chester,2015 Q3
West Grove Boro Police Dept,1,0,0,0,Chester,2015 Q3
West Nottingham Township Police Dept,3,3,1,100,Chester,2015 Q3
West Pikeland Township Police Dept,10,8,0.8,80,Chester,2015 Q3
West Sadsbury Police Dept,27,19,0.7037037037037037,70.37037037037037,Chester,2015 Q3
West Vincent Township Police Dept,6,5,0.8333333333333334,83.33333333333334,Chester,2015 Q3
West Whiteland Township Police Dept,84,74,0.8809523809523809,88.09523809523809,Chester,2015 Q3
Westtown/East Goshen Police Dept,34,31,0.9117647058823529,91.17647058823529,Chester,2015 Q3
Willistown Township Police Dept,13,12,0.9230769230769231,92.3076923076923,Chester,2015 Q3
