Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Bradford City Police Dept,96,51,0.53125,53.125,McKean,2015 Q1
Bradford Township Police Dept,7,7,1,100,McKean,2015 Q1
Foster Township Police Dept,27,27,1,100,McKean,2015 Q1
Kane Borough Police Dept,15,7,0.4666666666666667,46.666666666666664,McKean,2015 Q1
"Mckean County, Detectives",21,13,0.6190476190476191,61.904761904761905,McKean,2015 Q1
Mt Jewett Boro Police Dept,2,2,1,100,McKean,2015 Q1
Otto Eldred Regional Police Dept,4,0,0,0,McKean,2015 Q1
Port Allegany Police Dept,9,9,1,100,McKean,2015 Q1
Smethport Boro Police Dept,14,5,0.35714285714285715,35.714285714285715,McKean,2015 Q1
Univ Of Pittsburgh Police Dept,3,2,0.6666666666666666,66.66666666666666,McKean,2015 Q1
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
