Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Allegheny Township Police Dept,33,22,0.6666666666666666,66.66666666666666,Westmoreland,2015 Q4
Arnold City Police Dept,68,36,0.5294117647058824,52.94117647058824,Westmoreland,2015 Q4
Delmont Boro Police Dept,11,1,0.09090909090909091,9.090909090909092,Westmoreland,2015 Q4
Derry Boro Police Dept,14,2,0.14285714285714285,14.285714285714285,Westmoreland,2015 Q4
Greensburg City Police Dept,99,87,0.8787878787878788,87.87878787878788,Westmoreland,2015 Q4
Harrison Township Police Dept,1,0,0,0,Westmoreland,2015 Q4
Irwin Boro Police Dept,7,5,0.7142857142857143,71.42857142857143,Westmoreland,2015 Q4
Jeannette City Police Dept,53,27,0.5094339622641509,50.943396226415096,Westmoreland,2015 Q4
Latrobe City Police Dept,23,22,0.9565217391304348,95.65217391304348,Westmoreland,2015 Q4
Ligonier Boro Police Dept,4,3,0.75,75,Westmoreland,2015 Q4
Ligonier Township Police Dept,3,2,0.6666666666666666,66.66666666666666,Westmoreland,2015 Q4
Lower Burrell Police Dept,38,31,0.8157894736842105,81.57894736842105,Westmoreland,2015 Q4
Manor Police Dept,5,3,0.6,60,Westmoreland,2015 Q4
Monessen City Police Dept,79,44,0.5569620253164557,55.69620253164557,Westmoreland,2015 Q4
Mt Pleasant Borough Police Dept,34,10,0.29411764705882354,29.411764705882355,Westmoreland,2015 Q4
Murrysville Police Dept,60,55,0.9166666666666666,91.66666666666666,Westmoreland,2015 Q4
N Belle Vernon Police Dept,11,7,0.6363636363636364,63.63636363636363,Westmoreland,2015 Q4
N Huntingdon Township Police Dept,124,115,0.9274193548387096,92.74193548387096,Westmoreland,2015 Q4
New Florence Boro Police Dept,1,1,1,100,Westmoreland,2015 Q4
New Kensington Police Dept,123,108,0.8780487804878049,87.8048780487805,Westmoreland,2015 Q4
Norfolk Southern Police Dept,3,0,0,0,Westmoreland,2015 Q4
Penn Township Police Dept,49,48,0.9795918367346939,97.95918367346938,Westmoreland,2015 Q4
Plum Boro Police Dept,1,1,1,100,Westmoreland,2015 Q4
Rostraver Township Police Dept,97,86,0.8865979381443299,88.65979381443299,Westmoreland,2015 Q4
S Greensburg Police Dept,11,10,0.9090909090909091,90.9090909090909,Westmoreland,2015 Q4
Scottdale Boro Police Dept,22,6,0.2727272727272727,27.27272727272727,Westmoreland,2015 Q4
Smithton Boro Police Dept,4,0,0,0,Westmoreland,2015 Q4
St Clair Township Police Dept,1,1,1,100,Westmoreland,2015 Q4
Sw Greensburg Police Dept,12,3,0.25,25,Westmoreland,2015 Q4
Trafford Boro Police Dept,31,3,0.0967741935483871,9.67741935483871,Westmoreland,2015 Q4
Upper Burrell Police Dept,12,12,1,100,Westmoreland,2015 Q4
Vandergrift Boro Police Dept,21,6,0.2857142857142857,28.57142857142857,Westmoreland,2015 Q4
Washington Township Police Dept,24,14,0.5833333333333334,58.333333333333336,Westmoreland,2015 Q4
West Newton Boro Police Dept,4,1,0.25,25,Westmoreland,2015 Q4
Westmoreland County Detectives,28,15,0.5357142857142857,53.57142857142857,Westmoreland,2015 Q4
Westmoreland County Sheriff,13,1,0.07692307692307693,7.6923076923076925,Westmoreland,2015 Q4
"Westmoreland County, Park Police",6,5,0.8333333333333334,83.33333333333334,Westmoreland,2015 Q4
,,,,,,
,,,,,,
,,,,,,
