Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Brownsville Police Dept,18,9,0.5,50,Fayette,2015 Q3
Connellsville Police Dept,95,88,0.9263157894736842,92.63157894736842,Fayette,2015 Q3
"Dept Corrections, Central",,,,,,
Dunbar Boro Police Dept,,,,,,
Fairchance Boro Police Dept,,,,,,
Fayette City Boro Police Dept,1,1,1,100,Fayette,2015 Q3
Fayette County District Attorney,8,8,1,100,Fayette,2015 Q3
Luzerne Township Police Dept,1,0,0,0,Fayette,2015 Q3
Masontown Police Dept,23,16,0.6956521739130435,69.56521739130434,Fayette,2015 Q3
Perryopolis Police Dept,3,3,1,100,Fayette,2015 Q3
Point Marion Boro Police Dept,,,,,,
Redstone Township Police Dept,26,22,0.8461538461538461,84.61538461538461,Fayette,2015 Q3
S Connellsville Boro Police Dept,1,0,0,0,Fayette,2015 Q3
Southwest Regl Police Dept,2,1,0.5,50,Fayette,2015 Q3
Uniontown City Police Dept,80,71,0.8875,88.75,Fayette,2015 Q3
Washington Township Police Dept,2,2,1,100,Fayette,2015 Q3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
