Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Albion Boro Police Dept,6,2,0.3333333333333333,33.33333333333333,Erie,2015 Q4
Corry City Police Dept,50,35,0.7,70,Erie,2015 Q4
Edinboro Police Dept,14,13,0.9285714285714286,92.85714285714286,Erie,2015 Q4
"Edinboro, University PD",12,8,0.6666666666666666,66.66666666666666,Erie,2015 Q4
Erie City Police Dept,462,292,0.6320346320346321,63.20346320346321,Erie,2015 Q4
Erie County Sheriff,3,1,0.3333333333333333,33.33333333333333,Erie,2015 Q4
"Erie County, Detectives",10,6,0.6,60,Erie,2015 Q4
"Gannon, University PD",2,1,0.5,50,Erie,2015 Q4
Girard Boro Police Dept,13,12,0.9230769230769231,92.3076923076923,Erie,2015 Q4
Lake City Boro Police Dept,2,2,1,100,Erie,2015 Q4
Lawrence Park Township Police Dept,21,16,0.7619047619047619,76.19047619047619,Erie,2015 Q4
Millcreek Police Dept,150,127,0.8466666666666667,84.66666666666667,Erie,2015 Q4
North East Boro Police Dept,31,24,0.7741935483870968,77.41935483870968,Erie,2015 Q4
Union City Boro Police Dept,4,3,0.75,75,Erie,2015 Q4
Wesleyville Boro Police Dept,26,23,0.8846153846153846,88.46153846153845,Erie,2015 Q4
