ID,county,PD,TP,P,NP,rate
52,Cambria,Dale Boro Police Dept,32,24,8,75%
52,Cambria,E Conemaugh Boro Police Dept,47,46,1,98%
52,Cambria,East Taylor Township Police Dept,29,26,3,90%
52,Cambria,Ebensburg Boro Police Dept,84,78,6,93%
52,Cambria,Ferndale Boro Police Dept,31,26,5,84%
52,Cambria,Gallitzin Boro Police Dept,33,30,3,91%
52,Cambria,Gallitzin Township Pd Police Dept,3,3,0,100%
52,Cambria,Geistown Boro Police Dept,18,15,3,83%
52,Cambria,Hastings Boro Police Dept,38,35,3,92%
52,Cambria,Jackson Township Police Dept,52,46,6,88%
52,Cambria,Johnstown Police Dept,917,818,99,89%
52,Cambria,Nanty Glo Boro Police Dept,34,32,2,94%
52,Cambria,Northern Cambria Police Dept,93,88,5,95%
52,Cambria,Paint Township Police Dept,1,0,1,0%
52,Cambria,Patton Boro Police Dept,28,28,0,100%
52,Cambria,Portage Boro Police Dept,23,22,1,96%
52,Cambria,Richland Township Police Dept,528,440,88,83%
52,Cambria,"St Francis, University PD",1,1,0,100%
52,Cambria,South Fork Boro Police Dept,6,6,0,100%
52,Cambria,Stonycreek Township Police Dept,37,27,10,73%
52,Cambria,Summerhill Township Police Dept,21,21,0,100%
52,Cambria,Univ Of Pittsburgh Police Dept,4,4,0,100%
52,Cambria,Upper Yoder Township Police Dept,20,17,3,85%
52,Cambria,West Hills Regional Police Dept,93,86,7,92%
52,Cambria,Windber Boro Police Dept,10,8,2,80%
53,Butler,Adams Township Police Dept,111,94,17,85%
53,Butler,Buffalo Township Police Dept,43,34,9,79%
53,Butler,Butler City Police Dept,691,577,114,84%
53,Butler,Butler Community College PD,3,2,1,67%
53,Butler,Butler County Sheriff,19,12,7,63%
53,Butler,"Butler County, Detectives",91,80,11,88%
53,Butler,Butler Township Police Dept,493,440,53,89%
53,Butler,Callery Boro Police Dept,1,1,0,100%
53,Butler,Cranberry Township Police Dept,459,385,74,84%
53,Butler,Evans City Boro Police Dept,5,4,1,80%
53,Butler,Evans City Seven Fields Reg PD,19,18,1,95%
53,Butler,Harrisville Boro Police Dept,2,1,1,50%
53,Butler,Jackson Township Police Dept,53,51,2,96%
53,Butler,Lancaster Township Police Dept,14,14,0,100%
53,Butler,Middlesex Township Police Dept,60,57,3,95%
53,Butler,Penn Township Police Dept,72,67,5,93%
53,Butler,"Philadelphia, Housing Auth",12,12,0,100%
53,Butler,Saxonburg Boro Police Dept,18,13,5,72%
53,Butler,Slippery Rock Boro Police Dept,54,48,6,89%
53,Butler,"Slippery Rock, University PD",33,31,2,94%
53,Butler,Zelienople Police Dept,35,29,6,83%
54,Bucks,Bedminster Township Police Dept,56,52,4,93%
54,Bucks,Bensalem Township Police Dept,2039,1911,128,94%
54,Bucks,Bristol Boro Police Dept,75,61,14,81%
54,Bucks,Bristol Township Police Dept,618,544,74,88%
54,Bucks,Buckingham Township Police Dept,77,65,12,84%
54,Bucks,Bucks County Prison,42,42,0,100%
54,Bucks,Bucks County Sheriff,4,4,0,100%
54,Bucks,"Bucks County, Detectives",55,51,4,93%
54,Bucks,"Bucks County, Rangers",20,16,4,80%
54,Bucks,Central Bucks Regional Police,205,181,24,88%
54,Bucks,Chalfont Boro Police Dept,31,23,8,74%
54,Bucks,Doylestown Boro Police Dept,1,0,1,0%
54,Bucks,Doylestown Township Police Dept,153,147,6,96%
54,Bucks,Dublin Boro Police Dept,16,16,0,100%
54,Bucks,Falls Township Police Dept,569,491,78,86%
54,Bucks,Hilltown Township Police Dept,254,218,36,86%
54,Bucks,Hulmeville Boro Police Dept,5,2,3,40%
54,Bucks,Langhorne Boro Police Dept,13,13,0,100%
54,Bucks,Langhorne Manor Police Dept,4,3,1,75%
54,Bucks,Lower Makefield Police Dept,201,175,26,87%
54,Bucks,Lower Southampton Police Dept,261,241,20,92%
54,Bucks,Middletown Township Police Dept,710,657,53,93%
54,Bucks,Morrisville Boro Police Dept,243,229,14,94%
54,Bucks,New Britain Boro Police Dept,20,16,4,80%
54,Bucks,New Britain Township Police Dept,56,51,5,91%
54,Bucks,New Hope Boro Police Dept,50,43,7,86%
54,Bucks,Newtown Boro Police Dept,43,43,0,100%
54,Bucks,Newtown Township Police Dept,145,138,7,95%
54,Bucks,Northampton Township Police Dept,172,167,5,97%
54,Bucks,Penndel Boro Police Dept,60,47,13,78%
54,Bucks,Pennridge Regional Police Dept,55,47,8,85%
54,Bucks,Perkasie Boro Police Dept,140,126,14,90%
54,Bucks,Plumstead Township Police Dept,105,86,19,82%
54,Bucks,Quakertown Boro Police Dept,234,224,10,96%
54,Bucks,Richland Township Police Dept,208,192,16,92%
54,Bucks,Solebury Township Police Dept,46,36,10,78%
54,Bucks,Springfield Township Police Dept,14,12,2,86%
54,Bucks,Telford Boro Police Dept,23,16,7,70%
54,Bucks,Tinicum Township Police Dept,33,32,1,97%
54,Bucks,Tullytown Borough Police Dept,263,247,16,94%
54,Bucks,Upper Dublin Township Police Dept,1,1,0,100%
54,Bucks,Upper Makefield Police Dept,35,32,3,91%
54,Bucks,Upper Southampton Police Dept,184,181,3,98%
54,Bucks,Warminster Township Police Dept,338,326,12,96%
54,Bucks,Warrington Township Police Dept,297,268,29,90%
54,Bucks,Warwick Township Police Dept,138,133,5,96%
54,Bucks,Yardley Boro Police Dept,48,41,7,85%
55,Bradford,Athens Boro Police Dept,85,60,25,71%
55,Bradford,Athens Township Police Dept,226,200,26,88%
55,Bradford,Bradford County Sheriff,18,14,4,78%
55,Bradford,"Bradford County, Detectives",4,0,4,0%
55,Bradford,Canton Boro Police Dept,43,22,21,51%
55,Bradford,Laceyville Boro Police Dept,1,1,0,100%
55,Bradford,Sayre Boro Police Dept,182,116,66,64%
55,Bradford,Towanda Boro Police Dept,137,35,102,26%
55,Bradford,Troy Boro Police Dept,9,0,9,0%
56,Blair,Allegheny Township Police Dept,243,188,55,77%
56,Blair,Altoona Area SD Police Dept,2,1,1,50%
56,Blair,Altoona Police Dept,1394,1142,252,82%
56,Blair,Bellwood Boro Police Dept,20,14,6,70%
56,Blair,Blair County District Attorney,1,1,0,100%
56,Blair,Blair County Sheriff,20,14,6,70%
56,Blair,Blair Township Police Dept,34,26,8,76%
56,Blair,Duncansville Boro Police Dept,16,12,4,75%
56,Blair,Freedom Township Police Dept,147,133,14,90%
56,Blair,Greenfield Township Police Dept,103,95,8,92%
56,Blair,Hollidaysburg Boro Police Dept,65,56,9,86%
56,Blair,Logan Township Police Dept,284,241,43,85%
56,Blair,Martinsburg Boro Police Dept,13,12,1,92%
56,Blair,Norfolk Southern Police Dept,8,7,1,88%
56,Blair,North Woodbury Township Police Dept,5,5,0,100%
56,Blair,"Penn State, University PD",30,19,11,63%
56,Blair,Roaring Spring Boro Police Dept,16,15,1,94%
56,Blair,Tyrone Boro Police Dept,122,104,18,85%
56,Blair,Williamsburg Boro Police Dept,4,4,0,100%
57,Berks,Amity Township Police Dept,138,126,12,91%
57,Berks,Bally Boro Police Dept,5,5,0,100%
57,Berks,Berks County District Attorney,230,217,13,94%
57,Berks,Berks County Sheriff,14,12,2,86%
57,Berks,Bern Township Police Dept,61,59,2,97%
57,Berks,Bernville Boro Police Dept,1,1,0,100%
57,Berks,Bethel Township Police Dept,31,24,7,77%
57,Berks,Birdsboro Boro Police Dept,47,43,4,91%
57,Berks,Boyertown Police Dept,101,99,2,98%
57,Berks,Brecknock Township Police Dept,53,52,1,98%
57,Berks,Caernarvon Township Police Dept,68,66,2,97%
57,Berks,Central Berks Region Police Dept,91,81,10,89%
57,Berks,Colebrookdale Township Police Dept,75,73,2,97%
57,Berks,Cumru Township Police Dept,177,158,19,89%
57,Berks,Douglass Township Police Dept,30,28,2,93%
57,Berks,Exeter Township Police Dept,468,403,65,86%
57,Berks,Fleetwood Boro Police Dept,59,57,2,97%
57,Berks,"Franklin And Marshal, College PD",1,1,0,100%
57,Berks,Hamburg Boro Police Dept,53,50,3,94%
57,Berks,Heidelberg Township Police Dept,1,1,0,100%
57,Berks,Kutztown Boro Police Dept,113,106,7,94%
57,Berks,"Kutztown, University PD",85,84,1,99%
57,Berks,Laureldale Boro Police Dept,31,24,7,77%
57,Berks,Lower Heidelberg Township Police Dept,35,31,4,89%
57,Berks,Mohnton Boro Police Dept,20,16,4,80%
57,Berks,Muhlenberg Township Police Dept,644,579,65,90%
57,Berks,Norfolk Southern Police Dept,2,2,0,100%
57,Berks,Northern Berks Police Dept,125,114,11,91%
57,Berks,Oley Township Police Dept,16,15,1,94%
57,Berks,"Penn State, University PD",24,24,0,100%
57,Berks,Reading City Police Dept,2604,2251,353,86%
57,Berks,Robeson Police Dept,42,39,3,93%
57,Berks,Shillington Boro Police Dept,81,71,10,88%
57,Berks,Sinking Springs Boro Police Dept,59,54,5,92%
57,Berks,South Heidelberg Township Police Dept,44,38,6,86%
57,Berks,Spring Township Police Dept,268,254,14,95%
57,Berks,Tilden Township Police Dept,32,30,2,94%
57,Berks,Tulpehocken Township Police Dept,8,8,0,100%
57,Berks,West Reading Boro Police Dept,208,158,50,76%
57,Berks,Western Berks Regional Police Dept.,64,60,4,94%
57,Berks,Womelsdorf Boro Police Dept,21,19,2,90%
57,Berks,Wyomissing Boro Police Dept,382,309,73,81%
58,Bedford,Bedford County District Attorney,13,8,5,62%
58,Bedford,Bedford County Sheriff,18,15,3,83%
58,Bedford,Bedford Police Dept,37,28,9,76%
58,Bedford,Everett Boro Police Dept,22,16,6,73%
58,Bedford,Saxton Boro Police Dept,40,28,12,70%
59,Beaver,Aliquippa City Police Dept,263,256,7,97%
59,Beaver,Ambridge Boro Police Dept,237,231,6,97%
59,Beaver,Baden Boro Police Dept,88,81,7,92%
59,Beaver,Beaver Boro Police Dept,58,56,2,97%
59,Beaver,Beaver County Sheriff,20,20,0,100%
59,Beaver,"Beaver County, Detectives",60,59,1,98%
59,Beaver,Beaver Falls Police Dept,349,332,17,95%
59,Beaver,Bridgewater Police Dept,21,21,0,100%
59,Beaver,Brighton Township Police Dept,43,41,2,95%
59,Beaver,Center Township Police Dept,361,348,13,96%
59,Beaver,Chippewa Township Police Dept,187,184,3,98%
59,Beaver,Conway Boro Police Dept,62,61,1,98%
59,Beaver,Darlington Township Police Dept,13,13,0,100%
59,Beaver,Economy Boro Police Dept,132,129,3,98%
59,Beaver,Ellwood City Boro Police Dept,12,11,1,92%
59,Beaver,Franklin Township Police Dept,36,32,4,89%
59,Beaver,Freedom Borough Police Dept,22,22,0,100%
59,Beaver,Harmony Township Police Dept,81,78,3,96%
59,Beaver,Hopewell Township Police Dept,121,119,2,98%
59,Beaver,Independence Township Police Dept,10,10,0,100%
59,Beaver,Koppel Boro Police Dept,16,16,0,100%
59,Beaver,Marion Township Police Dept,4,4,0,100%
59,Beaver,Midland Boro Police Dept,143,137,6,96%
59,Beaver,Monaca Boro Police Dept,151,151,0,100%
59,Beaver,New Brighton Police Dept,252,243,9,96%
59,Beaver,New Sewickley Township Police Dept,119,115,4,97%
59,Beaver,North Sewickley Township Police Dept,61,59,2,97%
59,Beaver,Ohioville Boro Police Dept,24,23,1,96%
59,Beaver,Patterson Township Police Dept,61,59,2,97%
59,Beaver,Penn State Univer Police Dept,1,1,0,100%
59,Beaver,Raccoon Township Police Dept,17,17,0,100%
59,Beaver,Rochester Borough Police Dept,310,299,11,96%
59,Beaver,Rochester Township Police Dept,74,71,3,96%
59,Beaver,Shippingport Boro Police Dept,,,,
59,Beaver,South Beaver Township Police Dept,24,21,3,88%
59,Beaver,South Heights Boro Police Dept,1,1,0,100%
60,Armstrong,Apollo Boro Police Dept,46,38,8,83%
60,Armstrong,Armstrong County District Attorney,32,15,17,47%
60,Armstrong,Armstrong County Sheriff,5,4,1,80%
60,Armstrong,"Armstrong County, Detectives",35,19,16,54%
60,Armstrong,East Franklin Township Police Dept,67,35,32,52%
60,Armstrong,Elderton Borough Police Dept,6,3,3,50%
60,Armstrong,Ford City Boro Police Dept,48,23,25,48%
60,Armstrong,Freeport Boro Police Dept,4,1,3,25%
60,Armstrong,Gilpin Township Police Dept,40,13,27,33%
60,Armstrong,Kiskiminetas Township Police Dept,63,53,10,84%
60,Armstrong,Kittanning Boro Police Dept,131,65,66,50%
60,Armstrong,Leechburg Boro Police Dept,50,40,10,80%
60,Armstrong,Manor Township Police Dept,14,5,9,36%
60,Armstrong,New Bethlehem Boro Police Dept,19,3,16,16%
60,Armstrong,North Buffalo Police Dept,6,1,5,17%
60,Armstrong,Parker City Police Dept,1,1,0,100%
60,Armstrong,Parks Township Police Dept,31,16,15,52%
60,Armstrong,South Buffalo Township Police Dept,3,3,0,100%
60,Armstrong,West Kittanning Police Dept,6,3,3,50%
60,Armstrong,Worthington Boro Police Dept,7,2,5,29%
61,Allegheny,Allegheny County District Attorney,104,93,11,89%
61,Allegheny,Allegheny County Police Dept,643,602,41,94%
61,Allegheny,Allegheny County Sheriff,252,242,10,96%
61,Allegheny,"Allegheny County, Housing Auth",27,27,0,100%
61,Allegheny,Aspinwall Boro Police Dept,15,14,1,93%
61,Allegheny,Avalon Boro Police Dept,58,50,8,86%
61,Allegheny,Baldwin Police Dept,283,248,35,88%
61,Allegheny,Baldwin Township Police Dept,27,23,4,85%
61,Allegheny,Bell Acres Police Dept,9,9,0,100%
61,Allegheny,Bellevue Boro Police Dept,182,166,16,91%
61,Allegheny,Bethel Park Police Dept,290,276,14,95%
61,Allegheny,Blawnox Boro Police Dept,3,3,0,100%
61,Allegheny,Brackenridge Boro Police Dept,23,22,1,96%
61,Allegheny,Braddock Hills Boro Police Dept,36,29,7,81%
61,Allegheny,"Braddock, Boro Of Police Dept",111,94,17,85%
61,Allegheny,Brentwood Boro Police Dept,388,337,51,87%
61,Allegheny,Bridgeville Boro Police Dept,95,93,2,98%
61,Allegheny,Carlow University PD,2,2,0,100%
61,Allegheny,"Carnegie Mellon, University PD",26,25,1,96%
61,Allegheny,Carnegie Police Dept,95,93,2,98%
61,Allegheny,Castle Shannon Police Dept,195,180,15,92%
61,Allegheny,"Chatham, College PD",1,1,0,100%
61,Allegheny,Cheswick Boro Police Dept,28,27,1,96%
61,Allegheny,Churchill Boro Police Dept,33,27,6,82%
61,Allegheny,Clairton City Police Dept,217,178,39,82%
61,Allegheny,Collier Township Police Dept,129,125,4,97%
61,Allegheny,Coraopolis Boro Police Dept,104,94,10,90%
61,Allegheny,Crafton Borough Police Dept,195,185,10,95%
61,Allegheny,Crescent Township Police Dept,22,22,0,100%
61,Allegheny,Dormont Police Dept,95,84,11,88%
61,Allegheny,Duquesne Police Dept,208,173,35,83%
61,Allegheny,"Duquesne, University PD",10,8,2,80%
61,Allegheny,East Deer Township Police Dept,36,35,1,97%
61,Allegheny,East Mckeesport Police Dept,50,49,1,98%
61,Allegheny,East Pittsburgh Boro Police Dept,95,82,13,86%
61,Allegheny,Edgewood Boro Police Dept,72,65,7,90%
61,Allegheny,Edgeworth Dpt Police Dept,22,19,3,86%
61,Allegheny,Elizabeth Boro Police Dept,99,85,14,86%
61,Allegheny,Elizabeth Township Police Dept,101,74,27,73%
61,Allegheny,Etna Police Dept,95,80,15,84%
61,Allegheny,Fawn Township Police Dept,13,12,1,92%
61,Allegheny,Findlay Township Police Dept,21,20,1,95%
61,Allegheny,Forest Hills Police Dept,72,64,8,89%
61,Allegheny,Forward Township Police Dept,25,17,8,68%
61,Allegheny,Fox Chapel Borough Police Dept,12,10,2,83%
61,Allegheny,Franklin Park Police Dept,76,68,8,89%
61,Allegheny,Frazer Township Pd Police Dept,351,337,14,96%
61,Allegheny,Glassport Police Dept,94,78,16,83%
61,Allegheny,"Greene County, Detectives",1,0,1,0%
61,Allegheny,Greentree Police Dept,96,90,6,94%
61,Allegheny,Hampton Township Police Dept,188,174,14,93%
61,Allegheny,Harmar Township Police Dept,161,156,5,97%
61,Allegheny,Harrison Township Police Dept,123,119,4,97%
61,Allegheny,Heidelberg Boro Police Dept,33,31,2,94%
61,Allegheny,Homestead Police Dept,258,225,33,87%
61,Allegheny,Indiana Township Police Dept,31,30,1,97%
61,Allegheny,Ingram Borough Police Dept,52,50,2,96%
61,Allegheny,Jefferson Hills Police Dept,132,116,16,88%
61,Allegheny,Kennedy Township Police Dept,81,74,7,91%
61,Allegheny,Leet Township Police Dept,2,2,0,100%
61,Allegheny,Leetsdale Police Dept,23,19,4,83%
61,Allegheny,Liberty Boro Police Dept,23,19,4,83%
61,Allegheny,Lincoln Boro Police Dept,24,20,4,83%
61,Allegheny,Mccandless Police Dept,138,129,9,93%
61,Allegheny,McDonald Boro Police Dept,4,4,0,100%
61,Allegheny,Mckees Rocks Police Dept,338,317,21,94%
61,Allegheny,Mckeesport Police Dept,643,584,59,91%
61,Allegheny,Millvale Police Dept,98,91,7,93%
61,Allegheny,Monroeville Police Dept,557,500,57,90%
61,Allegheny,Moon Township Police Dept,315,294,21,93%
61,Allegheny,Mt Lebanon Police Dept,222,202,20,91%
61,Allegheny,Mt Oliver Boro Police Dept,324,279,45,86%
61,Allegheny,Munhall Police Dept,183,158,25,86%
61,Allegheny,N Braddock Boro Police Dept,94,80,14,85%
61,Allegheny,N Fayette Township Police Dept,129,120,9,93%
61,Allegheny,North Versailles Police Dept,458,428,30,93%
61,Allegheny,Northern Regl Pd Police Dept,140,135,5,96%
61,Allegheny,O'hara Township Police Dept,28,27,1,96%
61,Allegheny,Oakdale Police Dept,11,11,0,100%
61,Allegheny,Oakmont Boro Police Dept,47,46,1,98%
61,Allegheny,Ohio Township Police Dept,192,177,15,92%
61,Allegheny,Penn Hills Police Dept,480,433,47,90%
61,Allegheny,Penn State Greater Allegheny Campus,4,3,1,75%
61,Allegheny,Pitcairn Police Dept,124,105,19,85%
61,Allegheny,Pittsburgh Police Dept,7561,6985,576,92%
61,Allegheny,Pittsburgh School Police Dept,21,20,1,95%
61,Allegheny,Pleasant Hills Police Dept,146,96,50,66%
61,Allegheny,Plum Boro Police Dept,200,186,14,93%
61,Allegheny,Point Park University Police Dept,8,8,0,100%
61,Allegheny,Port Authority Police Dept,347,316,31,91%
61,Allegheny,Port Vue Police Dept,35,29,6,83%
61,Allegheny,Rankin Boro Police Dept,80,75,5,94%
61,Allegheny,Reserve Township Police Dept,26,23,3,88%
61,Allegheny,Robert Morris Police Dept,4,4,0,100%
61,Allegheny,Robinson Township Police Dept,386,363,23,94%
61,Allegheny,Ross Township Police Dept,398,362,36,91%
61,Allegheny,S Fayette Township Police Dept,62,59,3,95%
61,Allegheny,Scott Township Police Dept,173,159,14,92%
61,Allegheny,Sewickley Boro Police Dept,51,47,4,92%
61,Allegheny,Sewickley Hgts Police Dept,6,6,0,100%
61,Allegheny,Shaler Police Dept,149,128,21,86%
61,Allegheny,Sharpsburg Boro Police Dept,93,84,9,90%
61,Allegheny,South Park Tn Police Dept,69,61,8,88%
61,Allegheny,Springdale Boro Police Dept,56,53,3,95%
61,Allegheny,Springdale Township Police Dept,30,29,1,97%
61,Allegheny,Stowe Township Police Dept,310,296,14,95%
61,Allegheny,Swissvale Police Dept,203,165,38,81%
61,Allegheny,Tarentum Boro Police Dept,54,49,5,91%
61,Allegheny,Trafford Boro Police Dept,4,4,0,100%
61,Allegheny,Turtle Creek Police Dept,110,96,14,87%
61,Allegheny,Univ Of Pittsburgh Police Dept,183,167,16,91%
61,Allegheny,Upper St Clair Police Dept,75,71,4,95%
61,Allegheny,Verona Boro Police Dept,74,65,9,88%
61,Allegheny,Versailles Boro Police Dept,27,18,9,67%
61,Allegheny,West Deer Township Police Dept,68,66,2,97%
61,Allegheny,West Homestead Police Dept,44,38,6,86%
61,Allegheny,West Mifflin Police Dept,562,486,76,86%
61,Allegheny,West View Boro Police Dept,128,121,7,95%
61,Allegheny,Whitaker Police Dept,29,28,1,97%
61,Allegheny,White Oak Boro Police Dept,106,89,17,84%
61,Allegheny,Whitehall Boro Police Dept,93,82,11,88%
61,Allegheny,Wilkins Township Police Dept,67,59,8,88%
61,Allegheny,Wilkinsburg Police Dept,362,312,50,86%
62,Adams,Adams County District Attorney,49,48,1,98%
62,Adams,Adams County Sheriff,6,6,0,100%
62,Adams,Biglerville Boro Police Dept,9,9,0,100%
62,Adams,Bonneauville Boro Police Dept,5,5,0,100%
62,Adams,Carroll Valley Police Dept,53,50,3,94%
62,Adams,Conewago Township Police Dept,92,87,5,95%
62,Adams,Cumberland Township Police Dept,128,127,1,99%
62,Adams,East Berlin Boro Police Dept,2,2,0,100%
62,Adams,Eastern Adams Regl Police Dept,101,98,3,97%
62,Adams,Gettysburg Boro Police Dept,176,169,7,96%
62,Adams,Latimore Township Police Dept,4,4,0,100%
62,Adams,Liberty Township Police Dept,1,1,0,100%
62,Adams,Littlestown Boro Police Dept,80,77,3,96%
62,Adams,Mcsherrystown Police Dept,20,19,1,95%
62,Adams,Reading Township Police Dept,19,19,0,100%
