Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Allegheny Township Police Dept,40,27,0.675,67.5,Blair,2015 Q4
Altoona Area SD Police Dept,2,1,0.5,50,Blair,2015 Q4
Altoona Police Dept,337,258,0.7655786350148368,76.55786350148368,Blair,2015 Q4
Bellwood Boro Police Dept,3,1,0.3333333333333333,33.33333333333333,Blair,2015 Q4
Blair County Sheriff,6,4,0.6666666666666666,66.66666666666666,Blair,2015 Q4
Blair Township Police Dept,10,7,0.7,70,Blair,2015 Q4
Duncansville Boro Police Dept,3,3,1,100,Blair,2015 Q4
Freedom Township Police Dept,34,30,0.8823529411764706,88.23529411764706,Blair,2015 Q4
Greenfield Township Police Dept,21,21,1,100,Blair,2015 Q4
Hollidaysburg Boro Police Dept,13,12,0.9230769230769231,92.3076923076923,Blair,2015 Q4
Logan Township Police Dept,60,51,0.85,85,Blair,2015 Q4
Martinsburg Boro Police Dept,2,2,1,100,Blair,2015 Q4
North Woodbury Township Police Dept,2,2,1,100,Blair,2015 Q4
"Penn State, University PD",2,1,0.5,50,Blair,2015 Q4
Roaring Spring Boro Police Dept,3,3,1,100,Blair,2015 Q4
Tyrone Boro Police Dept,28,26,0.9285714285714286,92.85714285714286,Blair,2015 Q4
Williamsburg Boro Police Dept,1,1,1,100,Blair,2015 Q4
