Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Coudersport Boro Police Dept,14,11,0.7857142857142857,78.57142857142857,Potter,2015 Q4
Galeton Boro Police Dept,2,0,0,0,Potter,2015 Q4
Sweden Township Police Dept,3,3,1,100,Potter,2015 Q4
