Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Conewango Township Police Dept,61,57,0.9344262295081968,93.44262295081968,Warren,2015 Q1
Sheffield Police Dept,1,1,1,100,Warren,2015 Q1
Tidioute Police Dept,1,1,1,100,Warren,2015 Q1
Warren City Police Dept,46,41,0.8913043478260869,89.13043478260869,Warren,2015 Q1
"Warren County, Detectives",4,3,0.75,75,Warren,2015 Q1
Youngsville Police Dept,4,4,1,100,Warren,2015 Q1
