Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Archbald Boro Police Dept,23,20,0.8695652173913043,86.95652173913044,Lackawanna,2015 Q3
Blakely Boro Police Dept,34,30,0.8823529411764706,88.23529411764706,Lackawanna,2015 Q3
Carbondale City Police Dept,55,42,0.7636363636363637,76.36363636363637,Lackawanna,2015 Q3
Carbondale Township Police Dept,,,,,,
Clarks Summit Boro Police Dept,7,3,0.42857142857142855,42.857142857142854,Lackawanna,2015 Q3
Covington Township Police Dept,1,0,0,0,Lackawanna,2015 Q3
Dalton Boro Police Dept,7,7,1,100,Lackawanna,2015 Q3
Dickson City Police Dept,55,42,0.7636363636363637,76.36363636363637,Lackawanna,2015 Q3
Dunmore Boro Police Dept,40,30,0.75,75,Lackawanna,2015 Q3
Duryea Boro Police Dept,,,,,,
Forest City Boro Police Dept,1,1,1,100,Lackawanna,2015 Q3
Greenfield Township Police Dept,,,,,,
Jefferson Township Police Dept,,,,,,
Jermyn Boro Police Dept,9,8,0.8888888888888888,88.88888888888889,Lackawanna,2015 Q3
Jessup Boro Police Dept,6,4,0.6666666666666666,66.66666666666666,Lackawanna,2015 Q3
Lackawanna County District Attorney,11,10,0.9090909090909091,90.9090909090909,Lackawanna,2015 Q3
Lackawanna County Sheriff,6,5,0.8333333333333334,83.33333333333334,Lackawanna,2015 Q3
"Lackawanna County, Detectives",71,61,0.8591549295774648,85.91549295774648,Lackawanna,2015 Q3
Mayfield Boro Police Dept,6,4,0.6666666666666666,66.66666666666666,Lackawanna,2015 Q3
Moosic Police Dept,13,12,0.9230769230769231,92.3076923076923,Lackawanna,2015 Q3
Moscow Boro Police Dept,4,3,0.75,75,Lackawanna,2015 Q3
Old Forge Police Dept,21,21,1,100,Lackawanna,2015 Q3
Olyphant Boro Police Dept,10,8,0.8,80,Lackawanna,2015 Q3
Roaringbrook Township Police Dept,,,,,,
Scott Township Police Dept,6,6,1,100,Lackawanna,2015 Q3
Scranton City Police Dept,345,296,0.8579710144927536,85.79710144927536,Lackawanna,2015 Q3
South Abington Township Police Dept,26,22,0.8461538461538461,84.61538461538461,Lackawanna,2015 Q3
Taylor Boro Police Dept,64,54,0.84375,84.375,Lackawanna,2015 Q3
Throop Boro Police Dept,10,8,0.8,80,Lackawanna,2015 Q3
Univ Of Scranton Police Dept,1,0,0,0,Lackawanna,2015 Q3
Waverly Township Police Dept,4,4,1,100,Lackawanna,2015 Q3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
