Agency,Total,Printed,Match Rate Orig,Rate,County,Release
California Boro Police Dept,17,16,0.9411764705882353,94.11764705882352,Washington,2015 Q1
"California, University PD",7,6,0.8571428571428571,85.71428571428571,Washington,2015 Q1
Canonsburg Boro Police Dept,31,29,0.9354838709677419,93.54838709677419,Washington,2015 Q1
Carroll Township Police Dept,19,19,1,100,Washington,2015 Q1
Cecil Township Police Dept,30,29,0.9666666666666667,96.66666666666667,Washington,2015 Q1
Centerville Boro Police Dept,7,5,0.7142857142857143,71.42857142857143,Washington,2015 Q1
Charleroi Regional Police Department,74,55,0.7432432432432432,74.32432432432432,Washington,2015 Q1
Chartiers Township Police Dept,17,16,0.9411764705882353,94.11764705882352,Washington,2015 Q1
Donegal Township Police Dept,7,5,0.7142857142857143,71.42857142857143,Washington,2015 Q1
Donora Police Dept,52,50,0.9615384615384616,96.15384615384616,Washington,2015 Q1
East Bethlehem Township Police Dept,6,5,0.8333333333333334,83.33333333333334,Washington,2015 Q1
East Washington Boro Police Dept,4,2,0.5,50,Washington,2015 Q1
Hanover Township Police Dept,5,3,0.6,60,Washington,2015 Q1
Houston Borough Police Dept,3,3,1,100,Washington,2015 Q1
McDonald Boro Police Dept,46,38,0.8260869565217391,82.6086956521739,Washington,2015 Q1
McGuffey School District Police Dept,3,3,1,100,Washington,2015 Q1
Monongahela City Police Dept,51,50,0.9803921568627451,98.0392156862745,Washington,2015 Q1
Mt Pleasant Township Police Dept,7,6,0.8571428571428571,85.71428571428571,Washington,2015 Q1
North Franklin Township Police Dept,19,14,0.7368421052631579,73.68421052631578,Washington,2015 Q1
North Strabane Township Police Dept,29,27,0.9310344827586207,93.10344827586206,Washington,2015 Q1
Peters Township Police Dept,40,37,0.925,92.5,Washington,2015 Q1
Resa Regional Police Dept,4,4,1,100,Washington,2015 Q1
Ringgold School District Police,2,1,0.5,50,Washington,2015 Q1
Smith Township Police Dept,11,9,0.8181818181818182,81.81818181818183,Washington,2015 Q1
South Strabane Police Dept,108,98,0.9074074074074074,90.74074074074075,Washington,2015 Q1
Southwest Regl Police Dept,8,7,0.875,87.5,Washington,2015 Q1
Washington City Police Dept,109,93,0.8532110091743119,85.3211009174312,Washington,2015 Q1
Washington County Sheriff,16,13,0.8125,81.25,Washington,2015 Q1
"Washington County, Detectives",11,7,0.6363636363636364,63.63636363636363,Washington,2015 Q1
West Brownsville Police Dept,11,7,0.6363636363636364,63.63636363636363,Washington,2015 Q1
