Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Berwick Boro Police Dept,66,53,0.803030303030303,80.3030303030303,Columbia,2015 Q4
Bloomsburg Police Dept,64,53,0.828125,82.8125,Columbia,2015 Q4
"Bloomsburg, University PD",21,20,0.9523809523809523,95.23809523809523,Columbia,2015 Q4
Briarcreek Township Police Dept,5,3,0.6,60,Columbia,2015 Q4
Catawissa Police Dept,11,8,0.7272727272727273,72.72727272727273,Columbia,2015 Q4
Columbia County Sheriff,1,1,1,100,Columbia,2015 Q4
Hemlock Township Police Dept,39,35,0.8974358974358975,89.74358974358975,Columbia,2015 Q4
Locust Township PD,8,5,0.625,62.5,Columbia,2015 Q4
Millville Boro Police Dept,3,2,0.6666666666666666,66.66666666666666,Columbia,2015 Q4
Montour Township Police Dept,12,12,1,100,Columbia,2015 Q4
Orangeville Area Police Dept,3,3,1,100,Columbia,2015 Q4
Scott Township Police Dept,15,14,0.9333333333333333,93.33333333333333,Columbia,2015 Q4
South Centre Township Police Dept,20,14,0.7,70,Columbia,2015 Q4
