Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Dalton Boro Police Dept,1,1,1,100,Wyoming,2015 Q3
Meshoppen Boro Police Dept,18,16,0.8888888888888888,88.88888888888889,Wyoming,2015 Q3
Tunkhannock Boro Police Dept,8,7,0.875,87.5,Wyoming,2015 Q3
Tunkhannock Township Police Dept,20,16,0.8,80,Wyoming,2015 Q3
Wyoming County Sheriff,1,0,0,0,Wyoming,2015 Q3
"Wyoming County, Detectives",16,11,0.6875,68.75,Wyoming,2015 Q3
