Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Amity Township Police Dept,41,38,0.926829268292683,92.6829268292683,Berks,2015 Q1
Bally Boro Police Dept,3,3,1,100,Berks,2015 Q1
Berks County District Attorney,40,35,0.875,87.5,Berks,2015 Q1
Berks County Sheriff,4,4,1,100,Berks,2015 Q1
Bern Township Police Dept,22,21,0.9545454545454546,95.45454545454545,Berks,2015 Q1
Bethel Township Police Dept,10,8,0.8,80,Berks,2015 Q1
Birdsboro Boro Police Dept,19,18,0.9473684210526315,94.73684210526315,Berks,2015 Q1
Boyertown Police Dept,24,24,1,100,Berks,2015 Q1
Brecknock Township Police Dept,15,15,1,100,Berks,2015 Q1
Caernarvon Township Police Dept,21,20,0.9523809523809523,95.23809523809523,Berks,2015 Q1
Central Berks Region Police Dept,9,9,1,100,Berks,2015 Q1
Colebrookdale Township Police Dept,16,16,1,100,Berks,2015 Q1
Cumru Township Police Dept,52,47,0.9038461538461539,90.38461538461539,Berks,2015 Q1
Douglass Township Police Dept,4,4,1,100,Berks,2015 Q1
Exeter Township Police Dept,114,101,0.8859649122807017,88.59649122807018,Berks,2015 Q1
Fleetwood Boro Police Dept,20,20,1,100,Berks,2015 Q1
Hamburg Boro Police Dept,14,13,0.9285714285714286,92.85714285714286,Berks,2015 Q1
Kutztown Boro Police Dept,28,28,1,100,Berks,2015 Q1
"Kutztown, University PD",41,40,0.975609756097561,97.5609756097561,Berks,2015 Q1
Laureldale Boro Police Dept,3,3,1,100,Berks,2015 Q1
Lower Heidelberg Township Police Dept,14,11,0.7857142857142857,78.57142857142857,Berks,2015 Q1
Mohnton Boro Police Dept,7,4,0.5714285714285714,57.14285714285714,Berks,2015 Q1
Muhlenberg Township Police Dept,204,176,0.8627450980392157,86.27450980392157,Berks,2015 Q1
Northern Berks Police Dept,30,25,0.8333333333333334,83.33333333333334,Berks,2015 Q1
Oley Township Police Dept,1,1,1,100,Berks,2015 Q1
"Penn State, University PD",8,8,1,100,Berks,2015 Q1
Reading City Police Dept,698,598,0.8567335243553008,85.67335243553008,Berks,2015 Q1
Robeson Police Dept,12,11,0.9166666666666666,91.66666666666666,Berks,2015 Q1
Shillington Boro Police Dept,22,22,1,100,Berks,2015 Q1
Sinking Springs Boro Police Dept,17,16,0.9411764705882353,94.11764705882352,Berks,2015 Q1
South Heidelberg Township Police Dept,10,10,1,100,Berks,2015 Q1
Spring Township Police Dept,80,76,0.95,95,Berks,2015 Q1
Tilden Township Police Dept,8,8,1,100,Berks,2015 Q1
Tulpehocken Township Police Dept,3,3,1,100,Berks,2015 Q1
West Reading Boro Police Dept,55,42,0.7636363636363637,76.36363636363637,Berks,2015 Q1
Western Berks Regional Police Dept.,22,19,0.8636363636363636,86.36363636363636,Berks,2015 Q1
Womelsdorf Boro Police Dept,10,9,0.9,90,Berks,2015 Q1
Wyomissing Boro Police Dept,125,103,0.824,82.39999999999999,Berks,2015 Q1
