Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Adams Township Police Dept,13,13,1,100,Cambria,2015 Q3
Blacklick Township Police Dept,2,2,1,100,Cambria,2015 Q3
Cambria County DUI Task Force,1,0,0,0,Cambria,2015 Q3
Cambria County Sheriff,1,1,1,100,Cambria,2015 Q3
"Cambria County, Detectives",52,49,0.9423076923076923,94.23076923076923,Cambria,2015 Q3
Cambria Township Police Dept,49,47,0.9591836734693877,95.91836734693877,Cambria,2015 Q3
Carrolltown Boro Police Dept,3,2,0.6666666666666666,66.66666666666666,Cambria,2015 Q3
Conemaugh Township Police Dept,8,8,1,100,Cambria,2015 Q3
Cresson Boro Police Dept,16,15,0.9375,93.75,Cambria,2015 Q3
Cresson Township Police Dept,21,20,0.9523809523809523,95.23809523809523,Cambria,2015 Q3
Croyle Township Police Dept,2,2,1,100,Cambria,2015 Q3
Dale Boro Police Dept,6,4,0.6666666666666666,66.66666666666666,Cambria,2015 Q3
E Conemaugh Boro Police Dept,11,11,1,100,Cambria,2015 Q3
East Taylor Township Police Dept,4,3,0.75,75,Cambria,2015 Q3
Ebensburg Boro Police Dept,20,20,1,100,Cambria,2015 Q3
Ferndale Boro Police Dept,14,13,0.9285714285714286,92.85714285714286,Cambria,2015 Q3
Gallitzin Boro Police Dept,2,1,0.5,50,Cambria,2015 Q3
Gallitzin Township Pd Police Dept,1,1,1,100,Cambria,2015 Q3
Geistown Boro Police Dept,6,3,0.5,50,Cambria,2015 Q3
Hastings Boro Police Dept,7,7,1,100,Cambria,2015 Q3
Jackson Township Police Dept,10,8,0.8,80,Cambria,2015 Q3
Johnstown Police Dept,240,220,0.9166666666666666,91.66666666666666,Cambria,2015 Q3
Nanty Glo Boro Police Dept,5,5,1,100,Cambria,2015 Q3
Northern Cambria Police Dept,23,22,0.9565217391304348,95.65217391304348,Cambria,2015 Q3
Patton Boro Police Dept,9,9,1,100,Cambria,2015 Q3
Portage Boro Police Dept,9,8,0.8888888888888888,88.88888888888889,Cambria,2015 Q3
Richland Township Police Dept,141,121,0.8581560283687943,85.81560283687944,Cambria,2015 Q3
South Fork Boro Police Dept,4,4,1,100,Cambria,2015 Q3
Stonycreek Township Police Dept,14,10,0.7142857142857143,71.42857142857143,Cambria,2015 Q3
Summerhill Township Police Dept,2,2,1,100,Cambria,2015 Q3
Univ Of Pittsburgh Police Dept,1,1,1,100,Cambria,2015 Q3
Upper Yoder Township Police Dept,11,9,0.8181818181818182,81.81818181818183,Cambria,2015 Q3
West Hills Regional Police Dept,25,20,0.8,80,Cambria,2015 Q3
Windber Boro Police Dept,2,2,1,100,Cambria,2015 Q3
