Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Emlenton Police Dept,4,3,0.75,75,Venango,2015 Q4
Franklin Police Dept,27,27,1,100,Venango,2015 Q4
Oil City Police Dept,48,46,0.9583333333333334,95.83333333333334,Venango,2015 Q4
Polk Boro Police Dept,3,3,1,100,Venango,2015 Q4
Sugarcreek Boro Police Dept,27,25,0.9259259259259259,92.5925925925926,Venango,2015 Q4
Venango County Sheriff,2,2,1,100,Venango,2015 Q4
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
